product_id,variant_id,brand,perfume_name,variant_title,size_or_format,available,price_inr,compare_at_price_inr,sku,product_url,variant_image_url
8358640976126,47612043329790,Floris,Cefiro EDT,100 ML TESTER,100 ML TESTER,True,6000.00,6000.00,,https://scentoria.co.in/products/cefiro-edt,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/Floris_Cefiro_T_100ml_EDT.avif?v=1765514809
8963388080382,47180094374142,Miller Harris,Celadon EDP,2 ML SAMPLE,2 ML SAMPLE,True,350.00,350.00,,https://scentoria.co.in/products/celadon-edp,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/Celadon_EDP_2_ML.webp?v=1764742045
8963388080382,47177559834878,Miller Harris,Celadon EDP,7.5 ML MINIATURE,7.5 ML MINIATURE,True,1550.00,1550.00,,https://scentoria.co.in/products/celadon-edp,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/Celadon_EDP_7.5.jpg?v=1764742045
8963388080382,47581036577022,Miller Harris,Celadon EDP,10 ML DECANT,10 ML DECANT,True,1250.00,1250.00,,https://scentoria.co.in/products/celadon-edp,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/10_ML_Decant_e559ac22-197c-4d28-8ab4-f1855a1890b0.jpg?v=1764742045
8963388080382,47581036609790,Miller Harris,Celadon EDP,100 ML TESTER,100 ML TESTER,False,8500.00,8500.00,,https://scentoria.co.in/products/celadon-edp,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/Celadon.webp?v=1764742045
8346265977086,44958779441406,Mizensir,Celebes Wood EDP,2 ML SAMPLE,2 ML SAMPLE,False,400.00,400.00,,https://scentoria.co.in/products/celebes-wood-edp,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/Celebes_Oud.jpg?v=1712582657
8346265977086,47426804154622,Mizensir,Celebes Wood EDP,10 ML DECANT,10 ML DECANT,True,1400.00,1400.00,,https://scentoria.co.in/products/celebes-wood-edp,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/10_ML_Decant_646a0683-21ca-4e16-80f8-e5dbd84d4e58.jpg?v=1760438446
8346265977086,47426804187390,Mizensir,Celebes Wood EDP,20 ML DECANT,20 ML DECANT,True,2700.00,2700.00,,https://scentoria.co.in/products/celebes-wood-edp,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/20_ML_Decant_5c9a3dfe-50ed-494d-b187-675944a4a637.jpg?v=1762400873
8346265977086,47426804220158,Mizensir,Celebes Wood EDP,30 ML DECANT,30 ML DECANT,True,4000.00,4000.00,,https://scentoria.co.in/products/celebes-wood-edp,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/30_ML_Decant_22f9bb84-68c0-4810-86da-9e04b812ca62.jpg?v=1760438446
8346265977086,45699825303806,Mizensir,Celebes Wood EDP,100 ML TESTER,100 ML TESTER,False,9500.00,9500.00,,https://scentoria.co.in/products/celebes-wood-edp,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/CELEBS_WOOD.webp?v=1723098823
